Job Opening ID,Featured Jobs,Remote,Posting Date,Posting Title,Company,Industry,Job Type,Salary,Location,City,State,Zip Code,Country,Full Address,Latitude,Longitude,Job Discription,Job Details Link,Send Applications to  (Email/URL),Company Logo,Status
,,,,General Manager,Green Thumb Industries,Wellness,,,"Effingham, IL",,,,United States,"Effingham, IL    United States",39.1200418,-88.5433829,,http://jobviewtrack.com/en-gb/job-4c1d416a480a0a1c4618002e090f0f0000527625081d4b4c585f2f230a004206410f69505e575214/92c3179b4c62f211a4fa4c148e1912ea.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,General Manager,Green Thumb Industries,Wellness,,,"Pinellas Park, FL",,,,United States,"Pinellas Park, FL    United States",27.8428025,-82.6995443,,http://jobviewtrack.com/en-gb/job-194f416a480a0a1c4618002e090f0f0000527625081d4b4c585f2f230a004206410f69585f5055/741b3467559c74ca6241e39249d860df.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,General Manager,Green Thumb Industries,Wellness,,,"Pinellas Park, FL",,,,United States,"Pinellas Park, FL    United States",27.8428025,-82.6995443,,http://jobviewtrack.com/en-gb/job-194f416a480a0a1c4618002e090f0f0000527625081d4b4c585f2f230a004206410f69585f5055/741b3467559c74ca6241e39249d860df.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Guest Consultant,Green Thumb Industries,Wellness,,,"Carson City, NV",,,,United States,"Carson City, NV    United States",39.1637984,-119.7674034,,http://jobviewtrack.com/en-gb/job-1f4d416e420a1c1b4b00410d1c6329120053006958461a1905/7f63ca6595ecbb63f104ac778143b811.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Guest Consultant,Green Thumb Industries,Wellness,,,Nevada,,,,United States,Nevada    United States,38.8026097,-116.419389,,http://jobviewtrack.com/en-gb/job-1e1d416e420a1c1b4b00410d1c632912005300695a4a1b/13638485a210ee183c73336f14e20b99.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Human Resources Generalist,Green Thumb Industries,Wellness,,,"Danville, PA",,,,United States,"Danville, PA    United States",40.96342,-76.6127329,,http://jobviewtrack.com/en-gb/job-4e4f416558090e000726451007141c040053542f0c1d4f595c4144171b6c6f014d0206413c02164f011a0a16592975584005014e60114e061a00020e1654762f0c1d4f595c4144171b6c6f014d0206605f5e541741/7e7aa93a74fc970173c6e6a1890ce7ab.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,"Information Security Governance, Risk & Compliance Manager",Green Thumb Industries,Wellness,,,"Chicago, IL",,,,United States,"Chicago, IL    United States",41.8781136,-87.6297982,,http://jobviewtrack.com/en-gb/job-4f1b41644302001c4a15540a070f4e340043011a0007530b6f445e0f4f23461a41040d136c240a4d040400124448580d7e010c1b551d541a483307140e0033071f1658455c434e016d2749124f1105001a0e0a4e543b0c105f5954595444220f491547061a633d02065506011d0a0a79545e4644220f491547061a632709034f060508074344530d7e010c1b551d541a483307140e21455859421c/3b40ee6012b446726d022c4f9f9b5f98.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,"Information Security Governance, Risk & Compliance Manager",Green Thumb Industries,Wellness,,,"Chicago, IL",,,,United States,"Chicago, IL    United States",41.8781136,-87.6297982,,http://jobviewtrack.com/en-gb/job-4f1b41644302001c4a15540a070f4e340043011a0007530b6f445e0f4f23461a41040d136c240a4d040400124448580d7e010c1b551d541a483307140e0033071f1658455c434e016d2749124f1105001a0e0a4e543b0c105f5954595444220f491547061a633d02065506011d0a0a79545e4644220f491547061a632709034f060508074344530d7e010c1b551d541a483307140e21455859421c/3b40ee6012b446726d022c4f9f9b5f98.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Lab Technician,Green Thumb Industries,Wellness,,,"Centreville, MD",,,,United States,"Centreville, MD    United States",39.0417785,-76.0663334,,http://jobviewtrack.com/en-gb/job-4c1341614c064f3a4217480d010207060b22200d0a1b44425e444c0a6e5f15471951/1506e2da50247c72850880460bb89315.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Lab Technician,Green Thumb Industries,Wellness,,,"Abingdon, VA",,,,United States,"Abingdon, VA    United States",36.70983349999999,-81.9773482,,http://jobviewtrack.com/en-gb/job-1b1d41614c064f3a4217480d010207060b22200d0a1b44425e444c0a6e5c15441151/de46fecb156f74be62c1c3908cc87d2b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Maintenance Technician - 2nd Shift,Green Thumb Industries,Wellness,,,"Rock Island, IL",,,,United States,"Rock Island, IL    United States",41.5094771,-90.5787476,,http://jobviewtrack.com/en-gb/job-1b184179480707004e17490206415c090100270000155e29704c440a1b0b49154e000d415c090100270000155e290f4349443c064e1254612500070911451a0907104f0b69484e0c0107441d410d6a32060e0354543c0c104245544e4405016f164414505f/2947e7132decbccef04197ce374817ef.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Maintenance Technician - 2nd Shift,Green Thumb Industries,Wellness,,,"Rock Island, IL",,,,United States,"Rock Island, IL    United States",41.5094771,-90.5787476,,http://jobviewtrack.com/en-gb/job-1b184179480707004e17490206415c090100270000155e29704c440a1b0b49154e000d415c090100270000155e290f4349443c064e1254612500070911451a0907104f0b69484e0c0107441d410d6a32060e0354543c0c104245544e4405016f164414505f/2947e7132decbccef04197ce374817ef.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,Florida,,,,United States,Florida    United States,27.6648274,-81.5157535,,http://jobviewtrack.com/en-gb/job-4f1a417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a26471757/f29e2bee0c54f380f790d08aeedd77c0.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,Florida,,,,United States,Florida    United States,27.6648274,-81.5157535,,http://jobviewtrack.com/en-gb/job-4f1a417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a26471757/f29e2bee0c54f380f790d08aeedd77c0.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Silver Spring, MD",,,,United States,"Silver Spring, MD    United States",38.99066570000001,-77.026088,,http://jobviewtrack.com/en-gb/job-4f19417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264512555a51/f3f7be1c30cb9e26b854d2870a3e482c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Paterson, NJ",,,,United States,"Paterson, NJ    United States",40.9167654,-74.171811,,http://jobviewtrack.com/en-gb/job-4e49417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264515545a54/11997d1d96963ae61ac6941a02882d3e.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Paterson, NJ",,,,United States,"Paterson, NJ    United States",40.9167654,-74.171811,,http://jobviewtrack.com/en-gb/job-4e49417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264515545a54/11997d1d96963ae61ac6941a02882d3e.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Maynard, MA",,,,United States,"Maynard, MA    United States",42.4334903,-71.4495058,,http://jobviewtrack.com/en-gb/job-4b1c417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a2645125b5054/838ca77f22836835babbc6e980e49a45.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Mundelein, IL",,,,United States,"Mundelein, IL    United States",42.263079,-88.0039653,,http://jobviewtrack.com/en-gb/job-4948417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264510505a53/1824bba972f4b7a8a2cd545a467720b9.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Mundelein, IL",,,,United States,"Mundelein, IL    United States",42.263079,-88.0039653,,http://jobviewtrack.com/en-gb/job-4948417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264510505a53/1824bba972f4b7a8a2cd545a467720b9.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Dracut, MA",,,,United States,"Dracut, MA    United States",42.6703687,-71.3020052,,http://jobviewtrack.com/en-gb/job-1f4f417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264512545e58/56192b791502c5f291424e8621af334f.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Rochester, NY",,,,United States,"Rochester, NY    United States",43.15657789999999,-77.6088465,,http://jobviewtrack.com/en-gb/job-1e49417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a2645165a5d52/1f585eaef0a1c964f0223d78bc9a6c27.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Rochester, NY",,,,United States,"Rochester, NY    United States",43.15657789999999,-77.6088465,,http://jobviewtrack.com/en-gb/job-1e49417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a2645165a5d52/1f585eaef0a1c964f0223d78bc9a6c27.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"West Springfield, MA",,,,United States,"West Springfield, MA    United States",42.1070383,-72.6203675,,http://jobviewtrack.com/en-gb/job-1e1c417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264513535154/d6a7fcadbd5d86dcfa2fdf4afabd354c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Milford, CT",,,,United States,"Milford, CT    United States",41.2306979,-73.064036,,http://jobviewtrack.com/en-gb/job-1d13417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264c165159/25c0470556944f5452f72e072a31ed74.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Mechanicsburg, PA",,,,United States,"Mechanicsburg, PA    United States",40.2132692,-77.0080309,,http://jobviewtrack.com/en-gb/job-1a1f417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264519565e52/c340ae813f937351358a58b5faa9df0c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Warminster, PA",,,,United States,"Warminster, PA    United States",40.2053679,-75.0903154,,http://jobviewtrack.com/en-gb/job-181f417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a2645195a5154/f3c1347c8c0cff613ad12ebf90223921.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Patient Care Specialist,Green Thumb Industries,Wellness,,,"Erie, PA",,,,United States,"Erie, PA    United States",42.12922409999999,-80.085059,,http://jobviewtrack.com/en-gb/job-1249417d4c10060b4900002009130b473650110b001246424e592f340e1a4e114e1748220f15002224091d1a4f45490d7e140a0d4e154c0a1b156c240452116a3a034f48544c410d1c1a264519515d55/a6605c20a789d0ef94729c304f421580.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Pharmacist,Green Thumb Industries,Wellness,,,"Latrobe, PA",,,,United States,"Latrobe, PA    United States",40.3211808,-79.3794811,,http://jobviewtrack.com/en-gb/job-1b1c417d45051d03461749101c605f5e511642/8dd4d9eb2cb637ff371e6c682da0957c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Pharmacist-Floater,Green Thumb Industries,Wellness,,,"Salem, VA",,,,United States,"Salem, VA    United States",37.2934681,-80.0547626,,http://jobviewtrack.com/en-gb/job-1b49416b410b0e1a4206003300001c0a04431d1b1d717a435c5f40050c0754002225040e0f130052755a5b40131d/a28a50144eb433682fa7c864d391b13f.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Product Development Scientist - Food & Beverage,Green Thumb Industries,Wellness,,,"Centreville, MD",,,,United States,"Centreville, MD    United States",39.0417785,-76.0663334,,http://jobviewtrack.com/en-gb/job-4c4e416b420b0b4e77064f071d021a472145020d051c5a46584359443c0d4e114e1701121a65234f1b0c4923584459584e104f2a4202450f071103020b5476381b1c4e5e5e590d200a1842184f1305040013457317010c1d5e424e592f220001435406432a0418021741130d49374f5d58414214020b490022331a0e0a120654542c0c054f47525d4001011a264512505153/7b2edaffc86d7c0f41b8d96c2462ddd4.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Product Development Scientist - Food & Beverage,Green Thumb Industries,Wellness,,,"Centreville, MD",,,,United States,"Centreville, MD    United States",39.0417785,-76.0663334,,http://jobviewtrack.com/en-gb/job-4c4e416b420b0b4e77064f071d021a472145020d051c5a46584359443c0d4e114e1701121a65234f1b0c4923584459584e104f2a4202450f071103020b5476381b1c4e5e5e590d200a1842184f1305040013457317010c1d5e424e592f220001435406432a0418021741130d49374f5d58414214020b490022331a0e0a120654542c0c054f47525d4001011a264512505153/7b2edaffc86d7c0f41b8d96c2462ddd4.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Production Supervisor,Green Thumb Industries,Wellness,,,"Centreville, MD",,,,United States,"Centreville, MD    United States",39.0417785,-76.0663334,,http://jobviewtrack.com/en-gb/job-131e417d5f0b0b1b4400490c06413d121545061e000045593f7d5f0b0b1b4400490c06633d121545061e000045593c1c1f57565c/b392bc85aa78ecb680e0bc79be2178ff.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Quality & Compliance Specialist,Green Thumb Industries,Wellness,,,"Rock Island, IL",,,,United States,"Rock Island, IL    United States",41.5094771,-90.5787476,,http://jobviewtrack.com/en-gb/job-491f416e42091f024e154e000d413d1700431d09051a595f3f7c58050307530d003018040d0e044c1d1b1d717b5e5c414410164e641b4d1304080f090645762b061e5a47544c43070a6c7601410f011517665410405b5e/578a694622bae885a519c578788e6116.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,"Security Specialist, Full-Time, $17.00",Green Thumb Industries,Wellness,,,"Oglesby, IL",,,,United States,"Oglesby, IL    United States",41.2953126,-89.0595266,,http://jobviewtrack.com/en-gb/job-491c417e48071a1c4e0059432e14020b45741d050c716c5e51410d300603427673060b141c0e1159543b191649425c4144171b6c61014c0f48321e020649150400005e296e484e111d07530d215258525b5f/6ac3b730df95605897f5636f9e829d6a.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,"Senior Regional Marketing Manager, PA/OH",Green Thumb Industries,Wellness,,,Pennsylvania,,,,United States,Pennsylvania    United States,41.2033216,-77.1945247,,http://jobviewtrack.com/en-gb/job-1219417e480a060155546d021a0a0b130c4e13482412444a5a485f663d0b401d4f0d090d4e2a04521f0d1d1a444c1d604c0a0e09420622300d0f07081700260d0e1a45455c410d290e00461345116a2c0f150e45000107140a665c434c030a1c2527450d010e1c4728411a090e16582a091d1c/89b11241c211ea1cef73cab8a6870306.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Shift Supervisor,Green Thumb Industries,Wellness,,,"Paterson, NJ",,,,United States,"Paterson, NJ    United States",40.9167654,-74.171811,,http://jobviewtrack.com/en-gb/job-4c1c417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136f565017465d/5a1e7fa8d8345a792a07d85fce93c3fe.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Shift Supervisor,Green Thumb Industries,Wellness,,,Florida,,,,United States,Florida    United States,27.6648274,-81.5157535,,http://jobviewtrack.com/en-gb/job-1f49417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136f545214/08a28eddbbc36bc2289c1481dd6f2cec.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Shift Supervisor,Green Thumb Industries,Wellness,,,Florida,,,,United States,Florida    United States,27.6648274,-81.5157535,,http://jobviewtrack.com/en-gb/job-1f49417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136f545214/08a28eddbbc36bc2289c1481dd6f2cec.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Shift Supervisor,Green Thumb Industries,Wellness,,,"Bethesda, MD",,,,United States,"Bethesda, MD    United States",38.984652,-77.0947092,,http://jobviewtrack.com/en-gb/job-1c1a417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136f5657134151/8276bd998d1df22ee6640e261a15c068.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Shift Supervisor,Green Thumb Industries,Wellness,,,"Hagerstown, MD",,,,United States,"Hagerstown, MD    United States",39.6417629,-77.7199932,,http://jobviewtrack.com/en-gb/job-1813417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136f5657144351/47bb4f32299d98066fe1a721f04da683.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Shift Supervisor for Cookies on the Strip,Green Thumb Industries,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",36.1699412,-115.1398296,,http://jobviewtrack.com/en-gb/job-131c417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136c3411521d1868421f1b091a/3e5c8948f11d2ea1eff316c17ec6c5c0.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,"Shift Supervisor, Rainbow & Warm Springs",Green Thumb Industries,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",36.1699412,-115.1398296,,http://jobviewtrack.com/en-gb/job-1212417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136c3504491a0a060428784d5f440a081d264515535c56/e961c88f8223b80aea6282d1cb23dc6b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Talent and Organizational Development Program Manager,Green Thumb Industries,Wellness,,,"Chicago, IL",,,,United States,"Chicago, IL    United States",41.8781136,-87.6297982,,http://jobviewtrack.com/en-gb/job-4e4a41625f030e004e0e4117010e00060900300d1f1646444d40480a1b4e461a44433c0002020b545425081d4b4c585f2f300e02421a5443090f0a472145020d051c5a4658435944220f491547061a63211502411a0113125e4252434c084f2a4202450f071103020b545425081d4b4c585f2f341d014006410e482c0f090447111a6b3c584c5c43441e0e1a4e1b4e0204412a0213451807191e4f45492c1c545f5f11/7afaf0d4ea387c6580f14972eb5ef0a0.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Talent and Organizational Development Program Manager,Green Thumb Industries,Wellness,,,"Chicago, IL",,,,United States,"Chicago, IL    United States",41.8781136,-87.6297982,,http://jobviewtrack.com/en-gb/job-4e4a41625f030e004e0e4117010e00060900300d1f1646444d40480a1b4e461a44433c0002020b545425081d4b4c585f2f300e02421a5443090f0a472145020d051c5a4658435944220f491547061a63211502411a0113125e4252434c084f2a4202450f071103020b545425081d4b4c585f2f341d014006410e482c0f090447111a6b3c584c5c43441e0e1a4e1b4e0204412a0213451807191e4f45492c1c545f5f11/7afaf0d4ea387c6580f14972eb5ef0a0.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,10/28/21,General Cannabis Workers Needed in Southern Oregon,GreenForce,Wellness,,,"Medford, OR",,,,United States,"Medford, OR    United States",42.3265152,-122.8755949,,http://jobviewtrack.com/en-gb/job-1f12416a480a0a1c46180034071305021753762f0c1d4f595c412f270e004915420a1b633908174b111a1a721b13051d15/df38cd12fbb6c590fce93686d7717824.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Cannabis Dispensary Marketing Manager,HempStaff,Wellness,,,"Bozeman, MT",,,,United States,"Bozeman, MT    United States",45.6769979,-111.0429339,,http://jobviewtrack.com/en-gb/job-1b1c41604c16040b531d4e04482c0f090447111a6b304b45534c4f0d1c4e6a154e020f041c6528411a090e165829704c5f0f0a1a4e1a47612b00000904421d1b68421e130a1d/dd7af129bfce0422f26311a453bef370.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Audit Supervisor,HempStaff,Wellness,,,"Champaign, IL",,,,United States,"Champaign, IL    United States",40.1164204,-88.2433829,,http://jobviewtrack.com/en-gb/job-1813416c5800061a072755130d13180e164f066a28064e42492f7e111f0b5502491007136f5655104450/3532af4547c7ebada3009575cc940237.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Cannabis Accountant (CPA),HempStaff,Wellness,,,"Columbus, OH",,,,United States,"Columbus, OH    United States",39.9611755,-82.9987942,,http://jobviewtrack.com/en-gb/job-4919416c4e07001b4900410d1c412d37242237382853697b7c2f6c070c01521a540206156c24044e1a090b1a592a0c1a145659/a610bd7e5ee9e922e481e32650da01d9.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Cannabis Sales,HempStaff,Wellness,,,Oklahoma,,,,United States,Oklahoma    United States,35.0077519,-97.092877,,http://jobviewtrack.com/en-gb/job-4e1e416e4c0a010f451d53433b00020216222709051659297e4c430a0e0c4e07215250555b52/4ab67573273b6d2718a9cb46d2de95b1.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
